,post_url
144885,https://letturatraverse.tumblr.com/post/620402977226833920/cottage-core-tag
196542,https://www.tumblr.com/blog/view/goblincloud/660743978013147136
40383,https://swampskulls.tumblr.com/post/184501236171/be-feral-do-crime-bake-some-cakes-and-offer-them
174477,https://fallingstarwards.tumblr.com/post/624271246279999488/when-i-picture-my-someday-farm-i-picture-a
78976,https://gogh-save-the-bees.tumblr.com/post/184905458288/via-weheartit
75002,https://llovinghome.tumblr.com/post/619096333777813504
64921,https://lovely-cryptids.tumblr.com/post/190136773931/moomins-be-livin-that-life-i-want
839,https://happyheidi.tumblr.com/post/656063196789112832/via
54005,https://portrait-in-pleasure.tumblr.com/post/643901158205915136/from-sunday-leave-me-in-the-grass-with-my
140815,https://www.tumblr.com/blog/view/reclaimedbymoss/691157532999352320
184517,https://hannahofgreengables.tumblr.com/post/649637909775958016/reminder-to-my-lovely-cottage-farmer-friends
175591,https://daydreaming-effy.tumblr.com/post/656329295020621824/the-only-validation-ill-ever-need-is-my-cat
24146,https://evelynhug0.tumblr.com/post/616496113978081280
55535,https://www.tumblr.com/blog/view/amygdalarmm/187747664908
147517,https://www.tumblr.com/blog/view/devils-path/668572526394392576
36119,https://transtots.tumblr.com/post/177322284515/cottagecore-aesthetic-with-gingham-and-cows-for
41868,https://ohlsdorf-cemetery.tumblr.com/post/727887191147151360/%F0%9D%90%8E%F0%9D%90%A1%F0%9D%90%A5%F0%9D%90%AC%F0%9D%90%9D%F0%9D%90%A8%F0%9D%90%AB%F0%9D%90%9F-%F0%9D%90%82%F0%9D%90%9E%F0%9D%90%A6%F0%9D%90%9E%F0%9D%90%AD%F0%9D%90%9A%F0%9D%90%AB%F0%9D%90%B2-%F0%9D%90%87%F0%9D%90%9A%F0%9D%90%A6%F0%9D%90%9B%F0%9D%90%AE%F0%9D%90%AB%F0%9D%90%A0-%F0%9D%90%86%F0%9D%90%9E%F0%9D%90%AB%F0%9D%90%A6%F0%9D%90%9A%F0%9D%90%A7%F0%9D%90%B2
199390,https://thequietsoliloquy.tumblr.com/post/618117795470884864/poetry-is-such-soothing-medicine-everything-falls
74768,https://www.tumblr.com/blog/view/thecottagecore/638172693629452288
36747,https://joyfulseasons.tumblr.com/post/727601265402658816
172569,https://www.tumblr.com/blog/view/charlotte-lolly/689145362911461376
107308,https://kindcottagejourney-blog.tumblr.com/post/185979141856
107104,https://fairmaidnelly.tumblr.com/post/643126929409687552
101923,https://coffeencream.tumblr.com/post/712007209361539072/parker-being-adorable
119129,https://www.tumblr.com/blog/view/garden-babes/633545404400730112
154259,https://www.tumblr.com/blog/view/darkcottagecorewitch/639068163436314624
126940,https://peaceanddarkness.tumblr.com/post/647540085850587136/at-least-the-trees-will-listen-iridessence
82178,https://loftyangel.tumblr.com/post/693404899572056065/petitlisblanc
147105,https://www.tumblr.com/blog/view/cottencandy1616/617950401565802496
138799,https://deorstitchery.tumblr.com/post/697356106047094784
27381,https://oat-milk-maid.tumblr.com/post/617479295347163136
45429,https://andallshallbewell.tumblr.com/post/656509221135859712
152921,https://unsweetsweets.tumblr.com/post/635712379676721152
125525,https://idlelover.tumblr.com/post/189020760863/keep-smiling-credit-x
108144,https://www.tumblr.com/blog/view/dinosaurio-magico/630374526783553536
95461,https://caffeineaddictedsociety.tumblr.com/post/621644440207081472/today-i-baked-banana-bread-and-embroidered
107519,https://jokull-in-the-house-of-flies.tumblr.com/post/185822558056/clara-north-my-largest-creation-she-is-handmade
98127,https://the-rings.tumblr.com/post/648345357112229888/angel-cheesecake
11287,https://actualizedlatitude.tumblr.com/post/640985709588676608/aged-bricks-pt-2
73764,https://www.tumblr.com/blog/view/fullmoonmilk/618871982864433152
61378,https://sosuperawesome.com/post/679113200610967552/figurines-earrings-ash-elizabeth-art-on-etsy
190908,https://onuen.tumblr.com/post/184821144507/the-cottage-life-early-middle-ages-style-at
143839,https://www.tumblr.com/blog/view/victorian-space-ghost/640287438759231488
42510,https://allwillbecomeclear.tumblr.com/post/710897037523156992/the-new-issue-of-enchanted-living-magazine-is
71531,https://happyheidi.tumblr.com/post/713249779369623552
33724,https://www.tumblr.com/blog/view/goblin-witch/616885359485255680
106313,https://www.tumblr.com/blog/view/dirtshrines/181406551248
185932,https://daisyprayers.tumblr.com/post/636954404889772032/a-pair-of-garden-fairies-who-bring-their-harvests
147453,https://aesthetic-day-dream.tumblr.com/post/645875346866061312/i-need-to-vent-a-little-a-new-cat-has-appeared-at
72811,https://www.tumblr.com/blog/view/petite-mushroom/619458001440538624
58374,https://www.tumblr.com/blog/view/natsumeopossum/640781676769918976
92647,https://cottaegecore.tumblr.com/post/622577392996827136/httpspinit1rlfs6o
88262,https://bogfolk.tumblr.com/post/722305531278163968/an-angelic-looking-kitty-i-saw-upon-leaving-the
18203,https://www.tumblr.com/blog/view/eksikaldim/731997820410839040
32610,https://www.tumblr.com/blog/view/princessmiadarling/643237395112902656
52079,https://mushfae.tumblr.com/post/676171356548874240
60613,https://www.tumblr.com/blog/view/ask-albert-vanderboom/634540802921627648
166403,https://flightlesskiwi.tumblr.com/post/185703196624/garden-flowers
64035,https://eggpuffs.tumblr.com/post/188036659478/%E5%8F%88%E5%88%B0%E4%BA%86%E7%93%9C%E6%9E%9C%E8%94%AC%E8%8F%9C%E6%80%8E%E4%B9%88%E5%90%83%E9%83%BD%E5%90%83%E4%B8%8D%E5%AE%8C%E7%9A%84%E5%AD%A3%E8%8A%82%E8%84%91%E5%A3%B3%E7%96%BC%E5%91%90-its-again-that-season-when
118282,https://happyheidi.tumblr.com/post/659072946278678528
151833,https://bymisshoney.tumblr.com/post/642106928635445248/mallory-lucille
42124,https://www.tumblr.com/blog/view/grainy-ghost/707469132801687552
49172,https://nessuno0.tumblr.com/post/686742792420098048/dawn-at-the-witchs-farm-inspired-by-an-italian
112024,https://www.tumblr.com/blog/view/judikher/651678066791383040
41432,https://www.tumblr.com/blog/view/treesbeesandleaves/184746692880
48318,https://www.tumblr.com/blog/view/honeyloopsenthusiast/677503513916506112
140968,https://www.tumblr.com/blog/view/romantic-chasm/646178802284855296
152459,https://starrycat25.tumblr.com/post/698431207478804481/these-pics-are-all-just-filler-so-i-can-post
60876,https://gatheringmoss.tumblr.com/post/674275555490824192/the-strawbeary-mini-bag-is-now-available
103634,https://jelly-jeremiah.tumblr.com/post/175349253977/seems-im-into-cottagecore
183810,https://julyrhill.tumblr.com/post/658971753809428480
19730,https://veiligplekje.tumblr.com/post/652565790124572673/zalipie-poland
112113,https://www.tumblr.com/blog/view/cottageyuuboo/688908071876050944
204730,https://www.tumblr.com/blog/view/mx-time-bunny/658574886964494336
43154,https://reedraws.tumblr.com/post/627388105496854528/hes-on-an-adventure-commissions-ko-fi
65941,https://happyheidi.tumblr.com/post/655151099665432576/via
15534,https://www.tumblr.com/blog/view/cottagecoregrandma/646402192337698816
201925,https://yuzuphilia.tumblr.com/post/731378519149543424/i-hate-being-sickkkk
121584,https://lavenderhoneycomb.tumblr.com/post/188868687005/tiny-ornamental-peppers-that-look-like-jewels
172543,https://llovinghome.tumblr.com/post/182086854511
146156,https://mushfae.tumblr.com/post/738979312082042880
67248,https://www.tumblr.com/blog/view/academia-core/700918146942517248
195735,https://deorstitchery.tumblr.com/post/646514191301279744
141035,https://sapphocottagecore.tumblr.com/post/633813501023059968
190583,https://cloudbhaby.tumblr.com/post/185486098767/ill-never-get-tired-of-the-rain
105592,https://www.tumblr.com/blog/view/vashtibruna/684434488626970624
48366,https://www.tumblr.com/blog/view/littlepocketlove/648126282221174784
49841,https://peacozy.tumblr.com/post/729882052036575232/i-love-this-sweater
125665,https://happyheidi.tumblr.com/post/705171487093620736
46585,https://www.tumblr.com/blog/view/nettlenests/658514408091369472
37764,https://www.tumblr.com/blog/view/transcendinggod/190628030064
77907,https://www.tumblr.com/blog/view/yorksnapshots/612953501786587136
101143,https://rainbowsnowflake.tumblr.com/post/650097500532965376/a-little-something-i-made-d-do-not-repost-but
19480,https://llovinghome.tumblr.com/post/174555926023/lily-of-the-valley
179528,https://loftyangel.tumblr.com/post/730549698796093440
28207,https://fairmaidnelly.tumblr.com/post/620756570209468416
77636,https://fresh-garden-mornings.tumblr.com/post/651817085223256064/gardenblr-help-my-poor-peas-are-getting-drowned
97408,https://llovinghome.tumblr.com/post/620623604640546817
44298,https://www.tumblr.com/blog/view/aheartlikeoctober/655810913458356224
36891,https://loftyangel.tumblr.com/post/686354353973526528/sometimefoods
4646,https://www.tumblr.com/blog/view/french-witch-cottage/184787143185
8445,https://mushfae.tumblr.com/post/614972068021387264
81058,https://cryptidcottagecore.tumblr.com/post/624221586176770048/have-you-stood-in-an-empty-field-ringed-by-old-and
198630,https://happykyliee.tumblr.com/post/619243355695693824/i-made-more-bread-im-really-proud-of-myself
129668,https://www.tumblr.com/blog/view/sleepy-sluggo/684726545273782272
156312,https://www.tumblr.com/blog/view/ladyrue/656169659845984256
157653,https://www.tumblr.com/blog/view/springloft/646062821110644736
33530,https://www.tumblr.com/blog/view/narwhalcarouselco/651543969858207744
153084,https://mygodisarealist.tumblr.com/post/633999282816663552
19971,https://www.tumblr.com/blog/view/red-hoodsthighcanchokemepls/644170072164876288
160061,https://violetsandshrikes.tumblr.com/post/625675092706443264/i-made-this-ages-ago-for-instagram-basically-this
131607,https://snaaaiel.tumblr.com/post/625465922825699328
3794,https://www.tumblr.com/blog/view/witchenheck/184976283476
106865,https://www.tumblr.com/blog/view/warmfuzzyphoto/638423858772361216
133667,https://www.tumblr.com/blog/view/ladyeharts/647278486037364736
118234,https://esgoraths.tumblr.com/post/707589849125879808/pen-y-fan-wales-02012023-please-feel-free-to
74442,https://deorstitchery.tumblr.com/post/661389074027921408
181145,https://www.tumblr.com/blog/view/luckyyoun011/689039382942973952
82142,https://loftyangel.tumblr.com/post/707447287021961216/melscooksnbakes
85260,https://the-lone-bear.tumblr.com/post/185691184957/ahhh-i-got-these-super-adorable-cuff-links-at-my
188527,https://www.tumblr.com/blog/view/fiddlingfigs/637902137978961920
105155,https://www.tumblr.com/blog/view/beesmakesthings/685164711229243392
26132,https://babiezomb.tumblr.com/post/708808361478586368/i-need-a-cottage-in-the-forest-a-garden-and-a
135354,https://www.tumblr.com/blog/view/cottagecoredaze-blog/181191493997
142976,https://www.tumblr.com/blog/view/bi-nature/187784576107
6058,https://ginger-swag-rapunzel.tumblr.com/post/711365657962430464/interesting-how-so-many-people-claim-to-sooo
69501,https://honeysweven.tumblr.com/post/688802234535919616/new-orleans
67478,https://sunflower-spirit.tumblr.com/post/707728031308038144/moonrise-photo-by-capturing-earths-beauty
180242,https://happyheidi.tumblr.com/post/655540593451270144
204362,https://luthiens-star.tumblr.com/post/656902427105230848/i-want-this-dress-so-bad-from
51479,https://pumpkinsae.tumblr.com/post/190703585467/are-you-into-goblincore-too
50357,https://littlefreya.tumblr.com/post/651256244206780416/cottagecore-henry-anyone-henry-for-mens
175150,https://www.tumblr.com/blog/view/wearingthatvelvetdress/719122322137792514
77506,https://www.tumblr.com/blog/view/valettabug/628539979628412929
48955,https://happyheidi.tumblr.com/post/670278022149062657/you-have-been-visited-by-a-moomin-santa
25779,https://almondfae.tumblr.com/post/687887591454949376/accessoires-by-clositherapi-vintage
91897,https://c4tbus.tumblr.com/post/613311671279173632/being-stuck-inside-means-buy-more-plants-when
153600,https://tea-with-mrs-mourning-dove.tumblr.com/post/692323871532220416
11081,https://lavenderfaerie.tumblr.com/post/645389945637306368
181809,https://anna-thebanana.tumblr.com/post/635013913654755329
79604,https://pastel-saphic.tumblr.com/post/613062820815306752
9055,https://llovinghome.tumblr.com/post/184192317930
78915,https://www.tumblr.com/blog/view/caramelcuppaccino/714680526017019904
120483,https://lilianade-comics.tumblr.com/post/675551824242180096/magic-crafts-006-all-nighter-pretend-its
61515,https://tea-with-mrs-mourning-dove.tumblr.com/post/667301317012766720
145111,https://www.tumblr.com/blog/view/peonies-and-honeybees/186224707442
141244,https://oracle-fae.tumblr.com/post/715213451909267456
30583,https://inestheunicorn.tumblr.com/post/659693296282730496/packing-orders-today-and-look-at-this-beauty-from
128615,https://peacozy.tumblr.com/post/722669074241503232/fields-ig-bramblefilm
1793,https://dyingroses.tumblr.com/post/726634478007615488/flower-gleam-and-glow
128371,https://www.tumblr.com/blog/view/teaspoonbunny/669622724791074816
11130,https://hiraeth-feels.tumblr.com/post/185893493201/have-you-given-yourself-the-time-you-need
71189,https://llovinghome.tumblr.com/post/174368035800
136934,https://aw00oo.tumblr.com/post/653046489928581120
195607,https://cottagefaeries.tumblr.com/post/181032972759
47670,https://sapphocottagecore.tumblr.com/post/185185587615
196839,https://www.tumblr.com/blog/view/rottenxcherub/620864043609161728
51734,https://www.tumblr.com/blog/view/qottageqore/672842068106919936
184918,https://dreamyberry.tumblr.com/post/722364681600286720/summertime
154499,https://jinaichu.tumblr.com/post/692835152496410624/after-traveling-for-a-while-you-end-up-at-a-cozy
58448,https://www.tumblr.com/blog/view/bonniefields/611114968676466688
24181,https://ghostspouse.tumblr.com/post/190433435144
111190,https://www.tumblr.com/blog/view/finleynblm/625268491287724034
134818,https://www.tumblr.com/blog/view/est-mon/649039220338573312
155607,https://roseate-felidae.tumblr.com/post/688512705579139072/amber-chilling
197212,https://inthisforest.tumblr.com/post/692852076992135168
145722,https://rupoetryy.tumblr.com/post/660808064085245952/i-was-the-only-thing-you-didnt-know-how-to-do
68851,https://glithzy.tumblr.com/post/636696763782365184/major-heart-eyes
186805,https://www.tumblr.com/blog/view/romantic-musings/684241770699243520
69594,https://www.tumblr.com/blog/view/granny-core/187629937459
133311,https://gatheringmoss.tumblr.com/post/626723136507904000/i-made-a-cherry-pie-crochet-bag-its-now
88954,https://www.tumblr.com/blog/view/rockaflorp/186693647481
129542,https://www.tumblr.com/blog/view/yorksnapshots/718938801523867648
41683,https://www.tumblr.com/blog/view/oneshortlady/651018079963381760
108861,https://newlullabies.tumblr.com/post/668689389381189632/homecafe-gift-ideas-for-all-your-friends
53225,https://cedar-glade.tumblr.com/post/640614442047012864/echinacea-purpurea-adena-mound-prairie
123496,https://www.tumblr.com/blog/view/gardencore-sapphic/613611662368440320
59703,https://guudlobster.tumblr.com/post/692494793947987968
160955,https://www.tumblr.com/blog/view/incessantscreech2000/694499572529217536
187813,https://www.tumblr.com/blog/view/granny-core/676191469924761600
14802,https://www.tumblr.com/blog/view/lil-leviathan/646290326908190720
128730,https://www.tumblr.com/blog/view/ofmushroomsandmoss/713137273606160384
174027,https://skogsraet.tumblr.com/post/176108750919/the-trails-are-picked-clean-but-you-can-still
158969,https://www.tumblr.com/blog/view/thefarmersblog/685984909536411648
32102,https://peacozy.tumblr.com/post/707267285713387520/arrietty
185797,https://www.tumblr.com/blog/view/ingolfshofoi/631413346627977216
28976,https://www.tumblr.com/blog/view/seasonalcabin/189726174015
7551,https://queersteaders.tumblr.com/post/659545675526258688/belle-gets-a-daily-hose-down-around-2pm
122692,https://www.tumblr.com/blog/view/dirtshrines/180211681878
168931,https://mushfae.tumblr.com/post/629821599260999680
129345,https://healerlighthouse.tumblr.com/post/674938790466469888
117366,https://opalalien.tumblr.com/post/624390062394753024/living-in-her-dream
88542,https://www.tumblr.com/blog/view/taha-ali-hassan/612766114434416640
103932,https://mochikitttyy.tumblr.com/post/724850916783767552/this-was-an-old-commission
110633,https://www.tumblr.com/blog/view/malicious-juicebox/638949408563724288
48122,https://catchymemes.tumblr.com/post/707238802461229057
37564,https://loftyangel.tumblr.com/post/739624223706955776/httpswwwinstagramcomonyeastwefeast
74558,https://www.tumblr.com/blog/view/witchbitchkit/650978399294210048
109116,https://danielkahndyke.tumblr.com/post/670890378097000448/they-really-served-cottagecore-here
162865,https://blacklilyghost.tumblr.com/post/687671139123838976/taken-by-me-last-sunday-south-tyrol-%F0%93%8D%8A%F0%93%8B%BC
136129,https://www.tumblr.com/blog/view/silkgonerough/675854212936204288
53672,https://www.tumblr.com/blog/view/yorksnapshots/640042139462615040
137908,https://www.tumblr.com/blog/view/genderfae-culture-is/657577357475987456
121954,https://www.tumblr.com/blog/view/thewholeavocado/690721045555167233
134330,https://www.tumblr.com/blog/view/purple-clikkie/190491574359
60632,https://angiethewitch.tumblr.com/post/635838699580571648/the-fae-live-here
3323,https://faeree-layne.tumblr.com/post/649987370334191616
100255,https://madisonsaferillustration.tumblr.com/post/657876990769201152/tea-for-three
52922,https://www.tumblr.com/blog/view/cultivatingcuriousity/188963041347
121114,https://www.tumblr.com/blog/view/kiwibes/624190541903675392
193596,https://www.tumblr.com/blog/view/cubanredant/619003805220077568
157195,https://www.tumblr.com/blog/view/masterchef901/723068573542694912
179975,https://phasmids.tumblr.com/post/186593705940/this-little-lad-decided-to-rest-on-my-back-door
123676,https://mushfae.tumblr.com/post/675338981762826241
55818,https://warmvanillasugarwlw.tumblr.com/post/189925797601/it-sure-is-a-shame-that-im-not-snuggling-with-my
52012,https://bloodorangehoney.tumblr.com/post/619311211886067712/woah-dudes-are-you-feeling-these-national-park
49154,https://squeakowl.tumblr.com/post/740685833767632896/via-heidis-cottage-image
38302,https://fairmaidnelly.tumblr.com/post/699456752811393024
161856,https://mimiswitchywrites.tumblr.com/post/696410323963510784/green-sheets-snuggled-between-the-forest-and
